document_index,document_text,generated_keyphrases
228,how old is mary s.,"age inquiry, Mary S., personal information, age question, demographic details, identity clarification, age-related query"
229,did mom text me,"parental communication, mom's message, text message from mother, family messaging, parent-child interaction, informal communication, personal messaging"
230,please let me know where david is travelling,"Travel inquiry, David's location, Travel plans, Location request, Personal whereabouts, Travel destination, Travel information request"
231,is hayden still living on turnpike lane,"Hayden's current residence, Living status of Hayden, Turnpike Lane location, Person named Hayden, Residence inquiry, Living on Turnpike Lane, Personal location information"
232,add rebecca green to my list of favorite contacts,"adding contact, favorite contacts list, Rebecca Green, manage contacts, contact management, personal contact list, adding a new contact"
233,what is jill's home phone number,"Jill's contact information, home phone number, personal contact details, telephone number inquiry, individual's phone contact"
234,send a mail to whom to talk,"email communication, contact person, sending an email, communication intent, recipient identification, email etiquette, message delivery"
235,pull up kate's email and write that i will let her know,"email communication, notifying Kate, email retrieval, message drafting, informing about updates, communication task, email correspondence"
236,please reply to my boss most recent email and say that the ppt will be ready in one hour maximum,"email response to boss, reply to recent email, presentation preparation, PowerPoint presentation deadline, communication with supervisor, project update, task completion timeframe"
237,reply the email of charles with just thank you right now,"email response, Charles, thank you, email etiquette, professional communication, email reply, gratitude expression"
