document_index,document_text,generated_keyphrases
215,Chesley Sullenberger grew up in Denison,"Chesley Sullenberger, Denison, pilot, aviation safety, aircraft accident, career background, personal history"
216,Chesley Sullenberger had the keys to New York City,"Chesley Sullenberger, New York City, keys to New York City, pilot, aviation safety, heroic act, aircraft rescue"
217,Vivendi is the largest private company in France,"Vivendi, largest private company in France, private company, France, corporate dominance"
218,Universal is owned by Vivendi Universal,"Universal, Vivendi Universal, ownership, corporate ownership, media conglomerate, business entity, company ownership"
219,Anheuser Busch also is an investor in Tsingtao,"Anheuser Busch, Tsingtao, investment in Tsingtao, beer industry, corporate investment, brewery ownership, alcoholic beverage companies"
220,Anheuser-Busch already has a stake in Tsingtao,"Anheuser-Busch, stake in Tsingtao, Tsingtao Brewery, beer industry investments, corporate ownership, alcoholic beverage companies, business partnerships"
221,Parker moved to Pasadena,"Parker, Pasadena, move, relocation, geographic location"
222,Giacomo Casanova was born in Venice,"Giacomo Casanova, Venice, historical figure, 18th-century personalities, Italian writers, adventurers, notable individuals"
223,Casanova made his way to Paris,"Casanova, Paris, historical figure, travel, literary character, European history, 19th-century Europe"
224,Thimphu is the modern capital of Bhutan,"Thimphu, capital of Bhutan, Bhutan, modern city, urban center"
225,Thimphu is the only airport in Bhutan,"Thimphu airport, Bhutan, airports in Bhutan, air transportation in Bhutan, Thimphu city, Bhutan aviation infrastructure, single airport in Bhutan"
226,Thimphu is the capitol of Bhutan,"Thimphu, capital of Bhutan, Bhutan, geographical location, administrative center, South Asia, urban area"
227,Thimpu is the capital of Bhutan,"Thimpu, capital of Bhutan, Bhutan, urban center, government seat, geographical location, administrative capital"
228,Bob Barr is the exact copy of McCain,"Bob Barr, John McCain, identity similarity, political figures, entity comparison, copy of McCain, political identity"
229,Bob Barr makes more sense than McCain,"Bob Barr, John McCain, political comparison, candidate relevance, political reasoning, candidate suitability, political analysis"
230,Bob Barr will be campaigning in Michigan,"Bob Barr, campaigning, Michigan, political campaign, candidate activities, electoral efforts, political events"
231,Bob is well known in Georgia,"Bob, Georgia, well-known individual, personal reputation, regional recognition, identity in Georgia, notable person in Georgia"
232,Barr is not running against Paul,"Barr, Paul, political candidacy, election contest, candidate opposition"
233,Barr spent his high school years in Iran,"Barr, high school years, Iran"
234,Zecharia Sitchin was raised in Palestine,"Zecharia Sitchin, Palestine, historical figure, personal background, biographical information, cultural heritage, early life"
235,Sitchin was born in Russia,"Sitchin, born in Russia, Russian origin, individual identity, biographical information, personal background, notable figure"
236,Richard Neutra was born in Vienna,"Richard Neutra, Vienna, architectural history, modern architecture, biographical information, European-born architects, 20th-century architects"
237,Neutra was born in Vienna,"Neutra, Vienna, birthplace, biographical information, personal background"
238,LucasArts is a trademark of LucasArts Entertainment Company,"LucasArts, LucasArts Entertainment Company, trademark, video game company, entertainment industry, brand identity, software trademark"
239,LucasArts is a registered trademark of LucasArts Entertainment Company,"LucasArts, trademark, LucasArts Entertainment Company, video game company, intellectual property, brand registration, entertainment industry"
240,LucasFilm Games is renamed LucasArts,"LucasFilm Games, LucasArts, video game company, company rebranding, gaming industry"
241,Michael Clarke has returned to Bangalore,"Michael Clarke, Bangalore, return, individuals in Bangalore, notable persons in Bangalore, people associated with Bangalore, return to city"
242,Warren returned to California,"Warren, California, return, geographical movement, personal relocation, individual's whereabouts, residence change"
243,Warren died in Washington,"Warren, Washington, death, location of death, individual named Warren, personal identity, geographical context"
244,Earl grew up in Bakersfield,"Earl, Bakersfield, personal background, geographical origin, individual identity, place of upbringing, biographical information"
245,Earl Warren grew up in Bakersfield,"Earl Warren, Bakersfield, judicial career, Supreme Court Justice, California history, legal influence, American judiciary"
246,Earl Warren was the attorney general of California,"Earl Warren, attorney general, California, legal career, state government, public service, law enforcement"
247,Earl Warren had been elected governor of California,"Earl Warren, governor of California, California politics, political leadership, state governance, election of Earl Warren, California gubernatorial history"
248,Earl Warren was the Republican governor of California,"Earl Warren, Republican governor, California, political leadership, state governance, California politics, Earl Warren's role"
249,Rosalind spent four years in Paris,"Rosalind, Paris, four years, personal experience, geographical location, duration of stay, individual's residence"
250,Rosalind Franklin was born in London,"Rosalind Franklin, London, biographical information, scientific contributions, DNA research, X-ray crystallography, British scientists"
251,Mike Honda was born in California,"Mike Honda, California, birthplace, political figure, American politician, California-born individuals, notable persons from California"
252,Mike was born in California,"Mike, California, birthplace, personal identity, geographical origin, individual background, biographical information"
253,Chase went to Ohio,"Chase, Ohio, travel, location, personal movement, geographical location, individual"
254,Chase passed the bar in Washington,"Chase, passed the bar, Washington, legal qualification, bar examination, lawyer licensing, state bar exam"
255,SW6 is probably the most famous in London,"SW6, London, famous locations, geographic identifiers, notable districts"
256,Joseph grew up in Budapest,"Joseph, Budapest, personal background, geographical origin, individual identity, urban upbringing, Hungarian city"
257,Bishoujo Senshi Sailor Moon is a copyright of Naoko Takeuchi,"Bishoujo Senshi Sailor Moon, Naoko Takeuchi, copyright ownership, anime series, magical girl genre, Japanese manga, intellectual property"
258,Sailormoon looks over at Jupiter,"Sailormoon, Jupiter, anime characters, magical girl series, Sailor Scouts, planet Jupiter, visual observation"
259,Sailormoon was created by Naoko Takeuchi,"Sailormoon, Naoko Takeuchi, magical girl manga, anime series, Japanese manga creator, popular anime franchise, female superhero characters"
260,Sailormoon is owned by Naoko Takeuchi,"Sailormoon, Naoko Takeuchi, ownership, anime franchise, manga creator, Japanese manga artist, media property"
261,Viktor Yanukovych is the current Prime Minister of Ukraine,"Viktor Yanukovych, Prime Minister of Ukraine, Ukrainian politics, political leadership, government officials, Ukraine government, political roles"
262,Nido is president of High Point University,"Nido, president, High Point University, university leadership, academic administration, higher education leadership, institutional governance"
263,Nido Qubein is the president of High Point University,"Nido Qubein, High Point University, university president, higher education leadership, academic administration, university leadership, educational institution"
264,Nido Qubein is president of High Point University,"Nido Qubein, president, High Point University, university leadership, higher education"
265,Thessaloniki has all the attractions of Athens,"Thessaloniki, Athens, attractions, cities in Greece, urban tourism, cultural sites, travel destinations"
266,Botox is an abbreviation for Botulinum Toxin,"Botox, Botulinum Toxin, abbreviation, neurotoxin, cosmetic treatment, muscle relaxant, dermatology"
267,Botulin was much like NY,"Botulin, NY, similarity comparison, entity reference, semantic similarity, identity analogy, text analysis"
268,Myobloc has a longer shelf life than Botox,"Myobloc, Botox, shelf life, product stability, botulinum toxin products, storage duration, pharmaceutical shelf life"
269,Newton was born in London,"Isaac Newton, London, birthplace, scientist, 17th century"
270,Newton Thank God for Jesus,"Newton, Jesus, Thank God, religious expression, Christianity, faith, divine gratitude"
271,Newton moved to London,"Newton, London, movement, relocation, personal history"
272,Joran fled to Thailand,"Joran, fled, Thailand"
273,Joran van der Sloot is now living in Thailand,"Joran van der Sloot, living in Thailand, individual's residence, notable person, geographic location"
274,Catlin came to Washington,"Catlin, Washington, individual movement, geographical location, personal action, name entity, location reference"
275,Catlin traveled to Washington,"Catlin, Washington, travel, movement, geographical location, personal action, location-based activity"
276,Catlin moved on to Paris,"Catlin, Paris, movement, geographical location, personal action, location change, individual"
277,Catlin was born in Wilkes Barre,"Catlin, Wilkes Barre, birthplace, personal identity, geographic location, biographical information, individual"
278,Catlin was born in Wilkes-Barre,"Catlin, Wilkes-Barre, birthplace, personal identity, geographical location, biographical information, individual origin"
279,George Catlin was born in Wilkes-Barre,"George Catlin, Wilkes-Barre, American painter, Native American ethnography, 19th-century artists, portraiture, artistic biography"
