document_index,document_text,generated_keyphrases
97,"The editor in chief of the `` Kronen Zeitung '' recommended an apprenticeship as a typesetter When World War II began 18-year-old Hans Dichand volunteered for the `` Kriegsmarine '' and was initially stationed at Naples , for service in an anti-aircraft detachment tasked with protecting the naval supply routes for the North African theatre .","Kronen Zeitung, Hans Dichand, editor in chief, apprenticeship as typesetter, World War II, Kriegsmarine, Naples, anti-aircraft detachment, naval supply routes, North African theatre"
98,"After the World War II were planted forests of giant sequoias , too .","post-World War II reforestation, planting of giant sequoias, forest restoration efforts, timber and conservation, post-war environmental initiatives, sequoia tree planting, reforestation of native species"
99,"In addition to his wife , the former Georgia E. Doty -LRB- 1910-1977 -RRB- , he was survived by a daughter from a previous marriage , Mary Elizabeth Jones Brocato -LRB- 1928-1994 -RRB- , and her husband , Joseph Albert Brocato -LRB- 1921-2007 -RRB- , a Roman Catholic , veteran of World War II , who for sixty-two years was affiliated with the International Brotherhood of Electrical Workers .","Georgia E. Doty, Mary Elizabeth Jones Brocato, Joseph Albert Brocato, International Brotherhood of Electrical Workers, World War II veteran, family survivors, religious affiliation"
100,"Roy Nielsen -LRB- 27 March 1916 -- 4 April 1945 -RRB- was a Norwegian resistance member during World War II , a member of Milorg and involved in propaganda and sabotage .","Roy Nielsen, Norwegian resistance, World War II, Milorg, propaganda and sabotage, Norwegian resistance members, World War II resistance activities"
101,"The Humanities and Social Sciences Library has notable collections in Canadian Studies , English and American Literature , British History , Russian and East European Studies , and World War II .","Humanities and Social Sciences Library, Canadian Studies, English and American Literature, British History, Russian and East European Studies, World War II collections, notable academic collections"
102,Ulrich Grauert -LRB- 6 March 1889 -- 15 May 1941 -RRB- was a general in the Luftwaffe of Nazi Germany during World War II who commanded 1st Air Corps .,"Ulrich Grauert, Luftwaffe general, Nazi Germany military, World War II aviation, 1st Air Corps commander, German military leaders, World War II history"
103,Hans-Hellmuth Pfeifer -LRB- 18 February 1894 -- 22 April 1945 -RRB- was a German general during World War II who commanded the 65th Infantry Division .,"Hans-Hellmuth Pfeifer, German general, World War II, 65th Infantry Division, military command, German military history, World War II generals"
104,Arnold Hans Albert Burmeister -LRB- 28 February 1899 -- 2 July 1988 -RRB- was a German general during World War II who commanded the 25th Panzergrenadier Division .,"Arnold Hans Albert Burmeister, German general, World War II, 25th Panzergrenadier Division, military command, German military history, World War II divisions"
105,Baby Blue Marine is a 1976 Metrocolor film set during World War II that was directed by John D. Hancock .,"Baby Blue Marine, 1976 Metrocolor film, World War II setting, John D. Hancock (director), military-themed films, war drama genre, film production details"
106,Harald Freiherr von Elverfeldt -LRB- 6 February 1900 -- 6 March 1945 -RRB- was a general -RSB- in the Wehrmacht of Nazi Germany during World War II who commanded the 9th Panzer Division .,"Harald Freiherr von Elverfeldt, Wehrmacht, Nazi Germany, World War II, 9th Panzer Division, German military generals, World War II military leaders"
107,"Once World War II began , in 1940 General Milan Nedić proposed that Yugoslavia join the Axis Powers and attack Greece to seize Salonika .","World War II, General Milan Nedić, Yugoslavia, Axis Powers, attack Greece, seize Salonika, 1940"
108,Eduard Hauser -LRB- 22 June 1895 -- 16 July 1961 -RRB- was a German general -LRB- `` Generalleutnant '' -RRB- in the Wehrmacht during World War II who commanded the 13th Panzer Division .,"Eduard Hauser, German general, Wehrmacht, World War II, 13th Panzer Division, Generalleutnant"
109,Günther Angern -LRB- 5 March 1893 -- 2 February 1943 -RRB- was a German general in the Wehrmacht during World War II who commanded the 16th Panzer Division during the Battle of Stalingrad .,"Günther Angern, German general, Wehrmacht, 16th Panzer Division, Battle of Stalingrad, World War II, German military leadership"
110,Georg von Sodenstern -LRB- 15 November 1889 -- 20 July 1955 -RRB- was a German general in the Wehrmacht during World War II who commanded the 19th Army .,"Georg von Sodenstern, German general, Wehrmacht, World War II, 19th Army, military leadership, German military history"
111,Hans-Ludwig Speth -LRB- 7 October 1897 -- 30 April 1985 -RRB- was a German general during World War II who commanded the 28th Jäger Division .,"Hans-Ludwig Speth, German general, World War II, 28th Jäger Division, military command, German military history, World War II commanders"
112,Siegfried Haenicke -LRB- 8 September 1878 -- 19 February 1946 -RRB- was a general in the Wehrmacht of Nazi Germany during World War II who commanded the XXXVIII Army Corps .,"Siegfried Haenicke, Wehrmacht, Nazi Germany, World War II, XXXVIII Army Corps, German military generals, military leadership in WWII"
113,USS `` Sassacus '' -LRB- YT-193 -RRB- was a tugboat built for the U.S. Navy during World War II .,"USS Sassacus, YT-193, U.S. Navy, World War II, tugboat, military vessels, naval auxiliary ships"
114,"His association with Swansea was interrupted by the Second World War , during which he served as a meteorological officer in the RAF , rising to the rank of Flight lieutenant .","Swansea, Second World War, meteorological officer, Royal Air Force, Flight lieutenant, military service, interruption of association"
115,"Brigadier-General Francis Stewart ` Frank ' Montague-Bates , , -LRB- 1876 -- 1954 -RRB- was a British Army officer in the early part of the 20th century , seeing active service in the Second Boer War , the First World War , the Occupation of Constantinople , the Anglo-Irish War , and the Second World War .","Francis Stewart Montague-Bates, British Army officer, Second Boer War, First World War, Occupation of Constantinople, Anglo-Irish War, Second World War"
116,"The Church of Jesus Christ of Latter-day Saints claims more than 35,000 members , and has a temple in San José that served as a regional worship center for Costa Rica .","The Church of Jesus Christ of Latter-day Saints, 35,000 members, temple in San José, regional worship center, Costa Rica"
117,"The Church of Jesus Christ of Latter-day Saints claims more than 35,000 members , and has a temple in San José that served as a regional worship center for Costa Rica .","The Church of Jesus Christ of Latter-day Saints, 35,000 members, temple in San José, regional worship center, Costa Rica"
118,"The Church of Jesus Christ of Latter-day Saints -LRB- LDS Church -RRB- rejects the doctrine of predestination , but does believe in foreordination .","Church of Jesus Christ of Latter-day Saints, LDS Church, doctrine of predestination, belief in foreordination, religious doctrines, Christian theological concepts, denial of predestination"
119,"The Church of Jesus Christ of Latter-day Saints -LRB- LDS Church -RRB- rejects the doctrine of predestination , but does believe in foreordination .","Church of Jesus Christ of Latter-day Saints, LDS Church, doctrine of predestination, belief in foreordination, religious doctrines, Christian theological concepts, denial of predestination"
120,"On October 1 , 2005 , The Church of Jesus Christ of Latter-day Saints announced the construction of the Oquirrh Mountain Utah Temple , which was built in a prominent location in the Daybreak development .","The Church of Jesus Christ of Latter-day Saints, Oquirrh Mountain Utah Temple, construction announcement, October 1, 2005, Daybreak development, religious architecture, Utah religious sites"
121,"On October 1 , 2005 , The Church of Jesus Christ of Latter-day Saints announced the construction of the Oquirrh Mountain Utah Temple , which was built in a prominent location in the Daybreak development .","The Church of Jesus Christ of Latter-day Saints, Oquirrh Mountain Utah Temple, construction announcement, October 1, 2005, Daybreak development, religious architecture, Utah religious sites"
122,"Mr. Krueger 's Christmas is a 1980 American Christmas television special produced by The Church of Jesus Christ of Latter-day Saints starring James Stewart , directed by Kieth Merrill and featuring the Mormon Tabernacle Choir .","Mr. Krueger's Christmas, 1980 American Christmas television special, The Church of Jesus Christ of Latter-day Saints, James Stewart, Kieth Merrill, Mormon Tabernacle Choir, Christmas television program"
123,"Later that year , The Church of Jesus Christ of Latter-day Saints affiliated their Mutual Improvement Association with the BSA with similar restrictions .","The Church of Jesus Christ of Latter-day Saints, Mutual Improvement Association, Boy Scouts of America (BSA), affiliation with BSA, restrictions on affiliation, religious organizations and BSA, youth organizations"
124,BYU Studies Quarterly is an academic journal covering a broad array of topics related to The Church of Jesus Christ of Latter-day Saints -LRB- Mormon studies -RRB- .,"BYU Studies Quarterly, academic journal, The Church of Jesus Christ of Latter-day Saints, Mormon studies, religious scholarship, LDS Church topics, religious academic publications"
